Company Name,Website,Email,Phone,Fax,Address
a.b.jödden gmbh,www.abjoedden.de,info@abjoedden.de,4.92152E+12,4.92152E+13,a.b.jödden gmbhVon-Beckerath-Platz 447799 KrefeldDeutschland
A.B.S. Silo- und Förderanlagen GmbH,www.abs-silos.de,info@abs-silos.de,49629164220,4.96292E+11,A.B.S. Silo- und Förderanlagen GmbHIndustriepark 10074706 OsterburkenDeutschland
A.I.D.A GmbH,www.aidagmbh.de,info@aidagmbh.de,49234298770,4.92343E+11,A.I.D.A GmbHAm Geraden Weg 144805 BochumDeutschland
A.S.T. Leistungselektronik GmbH,www.astle.de,le@ast.de,4.93064E+11,4.93064E+11,A.S.T. Leistungselektronik GmbHBrook-Taylor-Str. 1012489 BerlinDeutschland
A.T. Kearney GmbH,www.atkearney.de,+49 211-13770,4.92111E+11,140211,N/A
A1 Digital Deutschland GmbH,www.a1.digital,info@a1.digital,4.35066E+11,191020,N/A
A1 Digital International GmbH,www.a1.digital,info@a1.digital,4.35066E+11,191020,N/A
a3Ds GmbH automated 3D scanning,www.a3ds.de,info@a3ds.de,4.95314E+12,4.95314E+12,a3Ds GmbH automated 3D scanningVolkmaroder Str. 3938104 BraunschweigDeutschland
AAT ASTON GMBH,www.aston.de,info@aston.de,4991132660,4.99113E+11,AAT ASTON GMBHKonradstr. 790429 NürnbergDeutschland
AB Elektronik GmbH,www.abelektronik.de,info@abelektronik.de,4923897880,4.9239E+11,AB Elektronik GmbHFeldmark 5059368 WerneDeutschland
Abacus Maschinenbau GmbH,www.abacus-gmbh.de,info@abacus-gmbh.de,49541990210,49541990210,Abacus Maschinenbau GmbHEduard-Pestel-Str. 1249080 OsnabrückDeutschland
abas Software GmbH,abas-erp.com,info@abas.de,4.9722E+11,49721679651,abas Software GmbHGartenstr. 6776135 KarlsruheDeutschland
ABB AG Division Robotics,abb.de/robotics,robotics@de.abb.com,496031850,49603185297,ABB AG Division RoboticsGrüner Weg 661169 FriedbergDeutschland
ABB Automation Products GmbH Motors & Drives,www.abb.de,motors.drives@de.abb.com,496203710,4.96204E+11,ABB Automation Products GmbH Motors & DrivesWallstadter Str. 5968526 LadenburgDeutschland
ABB Schweiz AG,www.abb.ch,media.relations@ch.abb.com,4.14159E+12,41585850100,ABB Schweiz AGBraun-Boweri-Str. 65400 BadenSchweiz
ABB Stotz-Kontakt GmbH,www.abb.de/stotz-kontakt,info.stotz@de.abb.com,4.96222E+12,4.96222E+12,ABB Stotz-Kontakt GmbHEppelheimer Str. 8269123 HeidelbergDeutschland
Abel GmbH & Co. KG,www.abel.de,mail@abel.de,4941558180,4.94156E+11,Abel GmbH & Co. KGAbel-Twiete 121514 BüchenDeutschland
Abels & Kemmner GmbH,www.ak-online.de,ak@ak-online.de,49240795650,4.92408E+11,Abels & Kemmner GmbHKaiserstr. 10052134 HerzogenrathDeutschland
Abnox AG,www.abnox.com,+41 417804455,41417804450,256330,N/A
ABUS August Bremicker Söhne KG,www.abus.com/ger,info@abus.de,4923356340,4.92336E+11,ABUS August Bremicker Söhne KGAltenhofer Weg 2558300 WetterDeutschland
Acatec AG,www.acatec.de,acatec@acatec.de,49510891590,4.95109E+11,Acatec AGAm Spehrteich 1230989 GehrdenDeutschland
ACCIO Catalonia Trade & Investment,www.catalonia.com,+49 7116697611,4.97117E+11,3970174,N/A
ACCRETECH Europe GmbH,www.accretech.de,sf-g-info@accretech.de,4.98925E+12,4.98925E+12,ACCRETECH Europe GmbHLandsberger Str. 39681241 MünchenDeutschland
Acculogic GmbH,www.acculogic.com,sales@acculogic.com,4940557870,4.94056E+11,Acculogic GmbHPapenreye 5122453 HamburgDeutschland
ACD Elektronik GmbH,www.acd-elektronik.de,info@acd-elektronik.de,4973927080,4.97393E+11,ACD Elektronik GmbHEngelberg 288480 AchstettenDeutschland
ACE Stoßdämpfer GmbH,www.ace-ace.de,info@ace-ace.de,4.92174E+11,4.92174E+11,ACE Stoßdämpfer GmbHAlbert-Einstein-Str. 1540764 LangenfeldDeutschland
ACI Laser GmbH,www.aci-laser.de,kontakt@ACI-laser.de,4.93712E+12,4.93643E+11,40 Mitarbeiter
ACS-Control-System GmbH Elektronische Kontrollsysteme,www.acs-controlsystem.de,info@acs-controlsystem.de,49872196680,4.98722E+11,ACS-Control-System GmbH Elektronische KontrollsystemeLauterbachstr. 5784307 EggenfeldenDeutschland
ACTech GmbH,www.actech.de,kmr@actech.de,4937311690,4.93731E+11,ACTech GmbHHalsbrücker Str. 5109599 FreibergDeutschland
ACTEGA DS GmbH,www.actega.com,info.actega.ds@altana.com,49421390020,4.94214E+11,ACTEGA DS GmbHStraubinger Str. 1228219 BremenDeutschland
Actemium Controlmatic GmbH,www.actemium.de,info@actemium.de,4.9695E+11,495073304,Actemium Controlmatic GmbHColmarer Str. 1160528 FrankfurtDeutschland
Actronic-Solutions GmbH,www.actronic-solutions.de,info@actronic-solutions.de,4.99196E+12,4.99196E+11,Actronic-Solutions GmbHUntere Bachgasse 5 a91325 AdelsdorfDeutschland
ADACTECH Technologies GmbH,www.adactech.com,info@adactech.com,4.93082E+11,4.93082E+11,ADACTECH Technologies GmbHNunsdorfer Ring 2912277 BerlinDeutschland
ADDI-DATA GmbH,www.addi-data.de,info@addi-data.com,49722918470,4.97229E+12,ADDI-DATA GmbHAirport Boulevard 21077836 RheinmünsterDeutschland
,media.industrie@konradin.de,7117594552,8,N/A,N/A
ADDITIVE Soft- und Hardware für Technik und Wissenschaft GmbH,www.additive-net.de,info@additive-net.de,4.96173E+11,49617277613,ADDITIVE Soft- und Hardware für Technik und Wissenschaft GmbHMax-Planck-Str. 22 b61381 FriedrichsdorfDeutschland
"AddUp Fives Machining Systems, Inc.",www.addupsolutions.com,contact@addupsolutions.com,33473152500,63118,N/A
Adelhelm Kunststoffbeschichtungen GmbH,www.adelhelm.de,info@adelhelm.de,4.97122E+11,4.97122E+12,Adelhelm Kunststoffbeschichtungen GmbHArbachtalstr. 3472800 EningenDeutschland
Adents International,www.adents.com,info@adents.com,33169321111,33169320101,Adents Internationalavenue Carnot 591300 MassyFrankreich
AdeQuate Solutions GmbH,www.AdeQuateSolutions.com,info@AdeQuateSolutions.com,49640373815,4.97822E+12,AdeQuate Solutions GmbHWerderstr. 3477933 LahrDeutschland
ADLINK Technology GmbH,adlinktech.com,emea@adlinktech.com,4.99621E+11,4.96214E+11,ADLINK Technology GmbHHans-Thoma-Str. 1168163 MannheimDeutschland
Adobe Systems GmbH,www.adobe.de,jbaier@adobe.com,4989317050,4.98932E+11,Adobe Systems GmbHGeorg-Brauchle-Ring 5880992 MünchenDeutschland
Adolf Schuch GmbH Lichttechnische Spezialfabrik,www.schuch.de,info@schuch.de,49624140910,4.96241E+12,Adolf Schuch GmbH Lichttechnische SpezialfabrikMainzer Str. 17267547 WormsDeutschland
AdoptSMT Europe GmbH,www.adoptsmt.com,info@adoptsmt.com,43624672440,43624672550,AdoptSMT Europe GmbHUntersbergstr. 15082 Grödig b. SalzburgÖsterreich
ADS GmbH,www.ads-engineering.ch,info@ads-engineering.ch,41618256899,41618211218,ADS GmbHHohenrainstr. 104133 Pratteln 1Schweiz
ads-tec GmbH,www.ads-tec.de,mailbox@ads-tec.de,49711458940,4.97022E+12,ads-tec GmbHHeinrich-Hertz-Str. 172622 NürtingenDeutschland
AdunaTEC GmbH,www.adunatec.de,info@adunatec.de,4.97904E+12,4.97904E+12,AdunaTEC GmbHBartensteinstr. 2274535 MainhardtDeutschland
ADVANTECH Europe BV Zweigndl. Deutschland,www.advantech.com,info@advantech.de,4.92104E+11,4.92104E+12,ADVANTECH Europe BV Zweigndl. DeutschlandHochdahler Str. 1440724 HildenDeutschland
Advantest Europe GmbH,www.advantest.de,info@eu.advantest.com,4989993120,4.98999E+11,Advantest Europe GmbHStefan-George-Ring 281929 MünchenDeutschland
AEB GmbH,www.aeb.de,info@aeb.de,4.97117E+12,4.97117E+12,AEB GmbHJulius-Hölder-Str. 3970597 StuttgartDeutschland
AED Engineering GmbH,www.aed-engineering.com,information@aed-engineering.com,4.98916E+12,4.98916E+13,AED Engineering GmbHTaunusstr. 5180807 MünchenDeutschland
Aegis Software GmbH,www.aiscorp.com,infode@aiscorp.com,4.99132E+11,4.99132E+11,Aegis Software GmbHWetterkreuz 27 a91058 ErlangenDeutschland
AERO-LIFT Vakuumtechnik GmbH,www.aero-lift.de,info@aero-lift.de,4.97429E+11,4.97429E+12,AERO-LIFT Vakuumtechnik GmbHTurmstr. 172351 GeislingenDeutschland
Aerotech GmbH Elektronische Steuerungen,www.aerotech.com,sales@aerotechgmbh.de,4.9912E+11,4.9912E+12,Aerotech GmbH Elektronische SteuerungenGustav-Weißkopf-Str. 1890768 FürthDeutschland
Aerzen Digital Systems GmbH,www.aerzendigital.com,digitalsystems@aerzen.com,4.95151E+13,2631785,N/A
,www.aerzen.com,info@aerzen.com,495154810,4.95155E+11,ca. 2.500 Mitarbeiter (weltweit)
AFB Anlagen- und Filterbau GmbH & Co. KG,www.afb-gmbh.de,info@afb-gmbh.de,49277130070,4.92771E+11,AFB Anlagen- und Filterbau GmbH & Co. KGAm Tennisplatz35708 HaigerDeutschland
AfB gemeinnützige GmbH,www.afb-group.eu,info@afb-group.eu,4.92422E+11,252353,N/A
Technische Akademie Wuppertal e.V.,www.taw.de,webmaster@taw.de,4920274950,4.92027E+11,Technische Akademie Wuppertal e.V.Hubertusallee 1842117 WuppertalDeutschland
AFRISO-EURO-INDEX GmbH,www.afriso.com,info@afriso.de,4971351020,4.97135E+11,AFRISO-EURO-INDEX GmbHLindenstr. 2074363 GüglingenDeutschland
Agathon AG Maschinenfabrik,www.agathon.ch,info@agathon.ch,41326174500,41326174700,Agathon AG MaschinenfabrikGurzelenstr. 14512 BellachSchweiz
Agrichema Materialflusstechnik GmbH & Co.KG,www.agrichema.de,info@agrichema.de,49670791400,4.96708E+11,Agrichema Materialflusstechnik GmbH & Co.KGFeldborn 555444 WaldlaubersheimDeutschland
Agromatic Regelungstechnik GmbH,www.agromatic.de,info@agromatic.de,4.99739E+11,4.95203E+11,Agromatic Regelungstechnik GmbHStukenbrocker Weg 3833813 OerlinghausenDeutschland
AGT-PSG GmbH & Co. KG,www.agt-psg.de,info@agt-psg.de,49617197500,4.96172E+11,AGT-PSG GmbH & Co. KGIndustriestr. 8 a61449 SteinbachDeutschland
AGTOS Ges. für Techn. Oberflächen- systeme mbH,www.agtos.de,info@agtos.de,4.92573E+11,4.92573E+13,AGTOS Ges. für Techn. Oberflächen- systeme mbHGutenbergstr. 1448282 EmsdettenDeutschland
Aalberts Surface Treatment GmbH,www.aalberts-st.com,kerpen@aalberts-st.com,4922375020,4.92238E+11,Aalberts Surface Treatment GmbHBoelckestr. 25-5750171 KerpenDeutschland
,www.ahlborn.com,amr@ahlborn.com,49802430070,4.98024E+11,Ahlborn Meß- und Regelungstechnik GmbHEichenfeldstr. 183607 HolzkirchenDeutschland
AHP Gesellschaft für Informationsverarbeitung mbH,www.ahp-gmbh.de,mail@ahp-gmbh.de,49463161700,49463161770,AHP Gesellschaft für Informationsverarbeitung mbHHolnisstr. 2024960 GlücksburgDeutschland
aicep Portugal Global Staatl.Agentur für Investitionen u. Handel,www.portugalglobal.pt,aicep.berlin@portugalglobal.pt,49302541060,49302541069,aicep Portugal Global Staatl.Agentur für Investitionen u. HandelZimmerstr. 5610117 BerlinDeutschland
AICON 3D Systems GmbH,www.aicon.de,info@aicon.de,4.95316E+11,4.95316E+11,AICON 3D Systems GmbHBiberweg 30 c38114 BraunschweigDeutschland
AiMESS Services GmbH,www.aimess-products.de,info@aimess-products.de,4.93922E+11,4.93922E+11,AiMESS Services GmbHJohann-Sebastian-Bach-Str. 6039288 BurgDeutschland
AIR LIQUIDE Deutschland GmbH,www.airliquide.de,info@airliquide.de,4921166990,4.92117E+11,AIR LIQUIDE Deutschland GmbHLuise-Rainer-Str. 540235 DüsseldorfDeutschland
Air-Jet AG,www.air-jet.ch,info@air-jet.ch,41619511375,41619511376,Air-Jet AGBündtenweg 344434 HölsteinSchweiz
AirCom Pneumatic GmbH,www.aircom.net,info@aircom.net,4.92103E+11,4.92103E+12,AirCom Pneumatic GmbHSiemensstr. 1840885 RatingenDeutschland
Airgroup GmbH & Co. KG,www.airgroup.eu,info@airgroup.eu,4.9642E+11,4.9642E+12,ca. 430 Mitarbeiter
airpower europe GmbH,www.airpower-gmbh.com,info@airpower-gmbh.com,4.92225E+11,4.92225E+12,airpower europe GmbHMaarweg 3053619 RheinbreitbachDeutschland
Airtec Pneumatic GmbH,www.airtec.de,info@airtec.de,4.96174E+11,4.96174E+11,Airtec Pneumatic GmbHWesterbachstr. 761476 KronbergDeutschland
AIT Austrian Institute of Technology,www.ait.ac.at,office@ait.ac.at,43505504126,43505504150,AIT Austrian Institute of TechnologyGiefinggasse 41210 WienÖsterreich
Technische Akademie Esslingen e.V.,www.tae.de,info@tae.de,49711340080,4.97113E+11,70 Mitarbeiter
akf bank GmbH & Co KG,www.akf.de,info@akf.de,4.92023E+13,4.92023E+14,akf bank GmbH & Co KGAm Diek 5042277 WuppertalDeutschland
akYtec GmbH,www.akytec.de,info@akytec.de,4.95112E+12,4.95112E+12,akYtec GmbHVahrenwalder Str. 269 A30179 HannoverDeutschland
Albert Handtmann Armaturenfabrik GmbH & Co. KG,www.handtmann.de,info@handtmann.de,4973513420,4.97351E+12,Albert Handtmann Armaturenfabrik GmbH & Co. KGArthur-Handtmann-Str. 1188400 BiberachDeutschland
MOCOM Compounds GmbH & Co. KG,www.mocum.eu,info@mocom.eu,4940781050,4.94078E+11,MOCOM Compounds GmbH & Co. KGMühlenhagen 3520539 HamburgDeutschland
Albrecht Jung GmbH & Co. KG,www.jung.de,kundencenter@jung.de,4923558060,4.92356E+11,Albrecht Jung GmbH & Co. KGVolmestr. 158579 SchalksmühleDeutschland
Albrecht Präzision GmbH & Co. KG,www.albrecht-germany.com,info@albrecht-germany.com,49715330060,4.97153E+11,Albrecht Präzision GmbH & Co. KGAntoniusstr. 2573249 WernauDeutschland
Albrecht Röders GmbH & Co. KG,www.roeders.de,info@roeders.de,49519160343,49519160338,Albrecht Röders GmbH & Co. KGScheibenstr. 629614 SoltauDeutschland
Alcotec Aluminium Coil Technology GmbH,www.alcotec.net,info@alcotec.net,4.92334E+11,4.92334E+12,Alcotec Aluminium Coil Technology GmbHPregelstr. 2058256 EnnepetalDeutschland
Alfa Laval Mid Europe GmbH,www.alfalaval.de,info.mideurope@alfalaval.com,4.94073E+11,4.94073E+11,rund 16.400 Mitarbeiter
Alfred Kärcher Vertriebs-GmbH,www.kaercher.de,info@vertrieb.kaercher.com,4971959030,4.97196E+12,Alfred Kärcher Vertriebs-GmbHFriedrich-List-Str. 471364 WinnendenDeutschland
Alfred Kuhse GmbH,kuhse.de,webmaster@kuhse.de,4941717980,4.94172E+11,Alfred Kuhse GmbHAn der Kleinbahn 3921423 WinsenDeutschland
Alicona Imaging GmbH,www.alicona.com,info@alicona.com,4.33164E+13,4.33164E+13,Alicona Imaging GmbHDr.-Auner-Str. 21 A8074 RaabaÖsterreich
Alino Industrieservice GmbH,www.alino-is.de,mail@alino-is.de,4.92158E+12,4.92158E+12,Alino Industrieservice GmbHHeidweg 6 b - 841334 NettetalDeutschland
AllCloud GmbH c/o DWF,www.allcloud.io,info@allcloud.io,4.98926E+12,7881675,N/A
Allgaier Prologis GmbH,www.allgaier.com,+49 731974400,4.9732E+12,2089231,N/A
Allgaier Werke GmbH,www.allgaier-group.de,info@allgaier-group.com,4971613010,49716132452,Allgaier Werke GmbHUlmer Str. 7573066 UhingenDeutschland
Allied Vision Technologies GmbH,www.alliedvisiontec.de,info@alliedvision.com,49410266880,4.94103E+11,Allied Vision Technologies GmbHKlaus-Groth-Str. 122926 AhrensburgDeutschland
ALLTEC Angewandte Laserlicht Technologie GmbH,www.fobalaser.com,info@fobalaser.com,4938823550,4.93882E+11,ALLTEC Angewandte Laserlicht Technologie GmbHAn der Trave 27-3123923 SelmsdorfDeutschland
PSG Germany GmbH,www.psgdover.com,info@psgdover.com,4.92066E+11,49284296140,PSG Germany GmbHHochstr. 150-15247228 DuisburgDeutschland
ALMIG Kompressoren GmbH,www.almig.de,info@almig.de,4970248020,4.97025E+11,ALMIG Kompressoren GmbHAdolf-Ehmann-Str. 273257 KöngenDeutschland
ALMIT GmbH,www.almit.de,info@almit.de,4.96062E+11,4.96062E+12,ALMIT GmbHUnterer Hammer 364720 MichelstadtDeutschland
Altair Engineering GmbH,www.altair.de,information@altair.de,49703162080,4.97032E+11,Altair Engineering GmbHCalwer Str. 771034 BöblingenDeutschland
ALTEC GmbH,www.altec.de,info@altec-singen.de,49773187110,4.97732E+11,ALTEC GmbHRudolf-Diesel-Str. 778224 SingenDeutschland
Altenburger Maschinen Jäckering GmbH,www.jaeckering.de,jaeckering@jaeckering.de,4923814220,4.92381E+11,Altenburger Maschinen Jäckering GmbHVorsterhauser Weg 4659067 HammDeutschland
Althen GmbH Mess- und Sensortechnik,www.althensensors.com,info@althen.de,49619570060,4.96196E+11,Althen GmbH Mess- und SensortechnikDieselstr. 265779 KelkheimDeutschland
ALWID GmbH,www.alwid.de,info@alwid.de,49444396630,4944432949,ALWID GmbHWilder Pool 349413 DinklageDeutschland
AMADA GmbH,www.amada.de,info@amada.de,49210421260,4.92104E+12,AMADA GmbHAmada Allee 142781 HaanDeutschland
Amato GmbH,www.amato-gmbh.de,info@amato-gmbh.de,4.97191E+12,4.97191E+12,Amato GmbHEmil-Rathenau-Str. 471522 BacknangDeutschland
AMC Analytik & Meßtechnik GmbH Chemnitz,www.amc-systeme.de,info@amc-systeme.de,49371383880,4.93714E+11,AMC Analytik & Meßtechnik GmbH ChemnitzHeinrich-Lorenz-Str. 5509120 ChemnitzDeutschland
AMETEK Germany GmbH BU Zygo,www.zygolot.de,zygoinfo.de@ametek.com,4.96151E+12,4.96151E+12,AMETEK Germany GmbH BU ZygoRudolf-Diesel-Str. 1664331 WeiterstadtDeutschland
Ametek GmbH Solartron Metrology Division,www.solartronmetrology.de,+49 2159-9136500,4.9216E+12,1640670,N/A
AMETEK GmbH Division CREAFORM Deutschland,www.creaform3d.com,creaform.germany@ametek.com,4.97112E+12,4.97112E+12,AMETEK GmbH Division CREAFORM DeutschlandMeisenweg 3770771 Leinfelden-EchterdingenDeutschland
Ametek GmbH Taylor Hobson Geschäftsbereich Taylor Hobson,https://www.taylor-hobson.com.de/,+49 6150-543-0,1664331,N/A,N/A
Andreas Maier GmbH & Co. KG,amf.de,amf@amf.de,4971157660,49711575725,Andreas Maier GmbH & Co. KGWaiblinger Str. 11670734 FellbachDeutschland
AMKmotion GmbH + Co KG,www.amk-motion.com,info@amk-motion.com,49702150050,4.97022E+12,AMKmotion GmbH + Co KGGaußstr. 37-3973230 KirchheimDeutschland
AMO Automatisierung Meßtechnik Optik GmbH,www.amo.at,office@amo.at,4.37723E+11,4.37723E+12,AMO Automatisierung Meßtechnik Optik GmbHNöfing 44963 ST. PETERÖsterreich
AmpereSoft GmbH,www.amperesoft.net,info@amperesoft.net,4.92286E+11,4.92286E+12,AmpereSoft GmbHJonas-Cahn-Str. 1353115 BonnDeutschland
OSRAM Opto Semiconductors GmbH,www.osram.com,webmaster@osram.de,499418505,4.99414E+11,OSRAM Opto Semiconductors GmbHLeibnizstr. 493055 RegensburgDeutschland
,www.ams-erp.com,info@ams-erp.com,4.92131E+11,4.92131E+12,240 Mitarbeiter
Amsler & Frey AG,www.amsler-frey.ch,info@amsler-frey.ch,41564636070,41564636079,Amsler & Frey AGFeldstr. 265107 SCHINZNACH-DORFSchweiz
AMSYS GmbH & Co. KG,www.amsys.de,info@amsys.de,4.96131E+12,4.96131E+13,AMSYS GmbH & Co. KGAn der Fahrt 455124 MainzDeutschland
AMTAG Alfred Merkelbach Technologies AG,amtag.net,info@amtag.de,4.9216E+11,4.9216E+12,AMTAG Alfred Merkelbach Technologies AGLise-Meitner-Str. 240670 MeerbuschDeutschland
Analog Devices GmbH,www.analog.com,cic@analog.com,4.98977E+11,4.98977E+11,Analog Devices GmbHOtl-Aicher-Str. 60-6480807 MünchenDeutschland
Analog Microelectronic GmbH,www.analogmicro.de,info@analogmicro.de,4.96132E+11,4.96132E+12,Analog Microelectronic GmbHAn der Fahrt 1355124 MainzDeutschland
analyticon instruments gmbh,www.analyticon.eu,info@analyticon.eu,49600393550,4.96004E+11,analyticon instruments gmbhDieselstr. 1861191 RosbachDeutschland
Analytik Jena AG,www.analytik-jena.com,info@analytik-jena.com,4936417770,4.93642E+11,Analytik Jena AGKonrad-Zuse-Str. 107745 JenaDeutschland
,www.anca.com,gerinfo@anca.com,49621338100,49621335278,ANCA Europe GmbHIm Technologiepark 1569469 WeinheimDeutschland
Andreas Karl GmbH & Co. KG,www.karlnet.de,sales@karl.eu,498133170,4981331711,Andreas Karl GmbH & Co. KGHauptstr. 2685777 FahrenzhausenDeutschland
Andritz AG,www.andritz.com,welcome@andritz.com,4331669020,4.33167E+11,Andritz AGStattegger Str. 188045 GRAZÖsterreich
Anger Machining GmbH,www.anger-machining.com,office@anger-machining.com,4.3723E+11,4.3723E+13,Anger Machining GmbHZaunermühlstr. 34050 TraunÖsterreich
Angst + Pfister AG,www.angst-pfister.com,ch@angst-pfister.com,41443066111,41443021871,Angst + Pfister AGThurgauerstr. 668052 ZÜRICHSchweiz
ANS answer elektronik Service - & Vertriebs GmbH,www.ans-answer.com,info@ans-answer.com,49604796003,4.96048E+11,ANS answer elektronik Service - & Vertriebs GmbHHeegwaldring 2563694 LimeshainDeutschland
ANSYS Germany GmbH,www.cfx-germany.com,info-germany@ansys.com,49802490540,4.98025E+11,ANSYS Germany GmbHStaudenfeldweg 2083624 OtterfingDeutschland
ANT GmbH Antriebstechnik,www.ant-antriebstechnik.de,info@ant-antriebstechnik.de,4.99722E+11,4.99722E+12,ANT GmbH AntriebstechnikLondonstr. 1197424 SchweinfurtDeutschland
Antares Vision S.r.l.,www.antaresvision.com,info@antaresvision.com,39307283500,39305109958,Antares Vision S.r.l.Via del Ferro 1625039 TravagliatoItalien
Anton Paar Germany GmbH,www.anton-paar.com,info.de@anton-paar.com,49711720910,4.97117E+14,Anton Paar Germany GmbHHelmuth-Hirth-Str. 673760 OstfildernDeutschland
Anton Paar GmbH,www.anton-paar.com,info.de@anton-paar.com,49711720910,4.97117E+14,Anton Paar Germany GmbHHelmuth-Hirth-Str. 673760 OstfildernDeutschland
Antonio Basile GmbH Spanntechnik,www.basilegmbh.de,info@basilegmbh.de,4.97134E+12,4.97134E+12,Antonio Basile GmbH SpanntechnikLerchenstr. 274226 NordheimDeutschland
ANTRIMON Group AG,www.antrimon.com,info@antrimon.com,41566754030,41566754031,ANTRIMON Group AGGotthardstr. 35630 MuriSchweiz
,https://automationspraxis.industrie.de/,media.industrie.de,4.97118E+11,870771,N/A
Apex Supply Chain Technologies LLC,www.apexsupplychain.com,info@apexsupplychain.com,15132042100,439345040,N/A
APIS Informationstechnologien GmbH,www.apis.de,sales@apis.de,49531707360,4.95317E+11,APIS Informationstechnologien GmbHWolfenbütteler Str. 31 b38102 BraunschweigDeutschland
Apium Additive Technologies GmbH,apiumtec.com,info@indmatec.com,4.97217E+12,4.97217E+13,Apium Additive Technologies GmbHSiemensallee 8476187 KarlsruheDeutschland
Apparate- und Behälterbau Artur Scheffczik GmbH,www.scheffczik.de,info@scheffczik.de,49541959100,4.9542E+11,Apparate- und Behälterbau Artur Scheffczik GmbHIndustriestr. 2249082 OsnabrückDeutschland
Appenfelder GmbH,www.appenfelder.de,info@appenfelder.de,49226150100,851674,N/A
Apra-Norm Elektromechanik GmbH,http://www.apra.de,vertrieb@apra.de,4965922040,4.96592E+11,Apra-Norm Elektromechanik GmbHBei der untersten Mühle 554552 MehrenDeutschland
apra-plast Kunststoffgehäuse- Systeme GmbH,http://www.apra.de,vertrieb@apra.de,4965922040,4.96592E+11,Apra-Norm Elektromechanik GmbHBei der untersten Mühle 554552 MehrenDeutschland
"aPriori Technologies, Inc.",www.apriori.com,productcost@apriori.com,19783712006,19783712008,"aPriori Technologies, Inc.Baker Avenue 30001742 ConcordUSA"
APROTECH GmbH,www.aprotech.de,info@aprotech.de,4.99117E+12,4.99117E+12,APROTECH GmbHRathsbergstr. 1790411 NürnbergDeutschland
APS delta GmbH,www.aps-delta.de,issos@aps-delta.de,49772199260,4.97722E+11,APS delta GmbHMarie-Curie-Str. 1278048 Villingen-SchwenningenDeutschland
APT GmbH Angewandte Physik & Technologie,www.apt-gmbh.net,info@apt-gmbh.net,4.95632E+12,1834497,N/A
Aptean DACH GmbH,aptean.de,info@apteandach.com,4.97243E+12,12876275,N/A
Aptiv Services Deutschland GmbH,www.aptiv.com,info@aptiv.com,492022910,4.92023E+11,Aptiv Services Deutschland GmbH42367 WuppertalDeutschland
Arbeitsschutz RAVE GmbH,www.rave-shop.de,info@rave-shop.de,4.92152E+12,4.92152E+12,Arbeitsschutz RAVE GmbHBenrader Str. 5047918 TönisvorstDeutschland
ARBURG GmbH & Co. KG,www.arburg.com,contact@arburg.com,497446330,4.97446E+11,ARBURG GmbH & Co. KGArthur-Hehl-Str.72290 LoßburgDeutschland
Arca Regler GmbH,www.arca-valve.com,sale@arca-valve.com,49215677090,4.92157E+11,Arca Regler GmbHKempener Str. 1847918 TönisvorstDeutschland
ARI-Armaturen Albert Richter GmbH & Co. KG,www.ari-armaturen.de,info.vertrieb@ari-armaturen.com,4952079940,4.95208E+11,ARI-Armaturen Albert Richter GmbH & Co. KGMergelheide 56-6033758 Schloß Holte-StukenbrockDeutschland
